suffix,reputation,popularity,level,branches,leaves,cnt,cntPos,cntNeg,isPSL,features
il.gov,-1,0.3067,2,74,74,114,0,112,1,"il.gov: il.gov"
im,-0.029,1.1508,1,258,470,584,272,288,1,"im: im"
im.ac,0,0.0164,2,0,0,2,0,0,1,"im.ac: im.ac"
im.ro,0.846,0.0194,2,25,25,28,24,2,1,"im.ro: im.ro"
im.co,-1,0.0625,2,6,6,11,0,5,1,"im.co: im.co"
im.co.plc,0,0.0129,3,0,0,2,0,0,1,"im.co.plc: im.co.plc"
im.co.ltd,0,0.0132,3,0,0,2,0,0,1,"im.co.ltd: im.co.ltd"
im.tt,0,0.0151,2,0,0,2,0,0,1,"im.tt: im.tt"
im.tv,0,0.0127,2,0,0,2,0,0,1,"im.tv: im.tv"
im.hst,0.5,0.0013,2,3,3,4,3,1,0,"im.hst: im.hst"
im.nom,0,0.013,2,0,0,2,0,0,1,"im.nom: im.nom"
im.org,-1,0.0204,2,1,1,3,0,1,1,"im.org: im.org"
im.com,-1,0.0184,2,1,1,3,0,1,1,"im.com: im.com"
im.net,0,0.0153,2,0,0,2,0,0,1,"im.net: im.net"
bestbuy,0,0.0181,1,0,0,2,0,0,1,"bestbuy: bestb,uy"
in,-0.339,38.0018,1,17248,23996,26869,8875,17962,1,"in: in"
in.cloudns,1,0.0149,2,1,1,3,1,0,1,"in.cloudns: in.cloud,ns"
in.evils,0.333,0.001,2,2,2,3,2,1,0,"in.evils: in.evils"
in.edu,-0.888,0.8178,2,428,434,500,28,470,1,"in.edu: in.edu"
in.ac,-0.953,3.0199,2,1081,1088,1396,33,1361,1,"in.ac: in.ac"
in.co,-0.712,5.0334,2,2335,2356,2672,384,2286,1,"in.co: in.co"
in.gen,0.966,0.0257,2,51,57,121,117,2,1,"in.gen: in.gen"
in.gov,-0.99,4.1213,2,1202,1202,1559,8,1549,1,"in.gov: in.gov"
in.ind,-0.407,0.0804,2,24,24,29,8,19,1,"in.ind: in.ind"
in.adultnet,0.926,0.0105,2,5,5,27,26,1,0,"in.adultnet: in.adult,net"
in.mil,0,0.0131,2,0,0,2,0,0,1,"in.mil: in.mil"
in.net,-0.557,0.3304,2,183,183,196,43,151,1,"in.net: in.net"
in.nic,-1,1.9063,2,687,687,690,0,688,1,"in.nic: in.nic"
in.org,-0.767,0.7036,2,381,383,431,50,379,1,"in.org: in.org"
in.org.pressrelease,0.6,0.0016,3,2,3,5,4,1,0,"in.org.pressrelease: in.org.press,release|i,n.o,rg.press,release"
in.findmybooks,0.5,0.0023,2,3,3,4,3,1,0,"in.findmybooks: in.find,mybook,s"
in.res,-1,0.2159,2,83,83,86,0,84,1,"in.res: in.res"
in.alltypehacks,0.857,0.0025,2,2,2,14,13,1,0,"in.alltypehacks: in.allt,ype,hacks"
in.barsy,0,0.0137,2,0,0,2,0,0,1,"in.barsy: in.bars,y"
in.christianassociation,0.6,0.0011,2,2,2,5,4,1,0,"in.christianassociation: in.christian,association"
in.blogspot,0.935,0.0793,2,15,15,94,89,3,1,"in.blogspot: in.blogs,pot"
in.php-dev,0.778,0.0023,2,10,10,18,16,2,0,"in.php-dev: in.php,-,dev"
in.firm,0.857,0.0209,2,5,8,16,13,1,1,"in.firm: in.firm"
in.c2k,0.333,0.0011,2,2,2,3,2,1,0,"in.c2k: in.c,2,k"
in.blogporn,0.75,0.009,2,2,2,8,7,1,0,"in.blogporn: in.blogp,orn"
io,-0.809,16.901,1,5193,7021,8529,810,7658,1,"io: io"
io.com,0,0.0166,2,0,0,2,0,0,1,"io.com: io.com"
io.azurecontainer,-1,0.0184,2,1,1,3,0,1,1,"io.azurecontainer: io.azurec,ont,ainer"
io.ngrok,0.111,0.0512,2,14,14,29,15,12,1,"io.ngrok: io.ngr,ok"
io.resindevice,0,0.0172,2,0,0,2,0,0,1,"io.resindevice: io.resin,device"
io.stolos,0,0,2,1,2,1,0,0,1,"io.stolos: io.stol,os"
io.stolos.*,0,0,3,0,0,1,0,0,1,"io.stolos.*: io.stol,os.*|i,o.sto,los.*"
io.hasura-app,0,0.0189,2,0,0,2,0,0,1,"io.hasura-app: io.has,ura,-,app"
io.utwente,0,0,2,0,0,1,0,0,1,"io.utwente: io.utw,ente"
io.boxfuse,0,0.0171,2,0,0,2,0,0,1,"io.boxfuse: io.box,fuse"
io.resinstaging,0,0,2,1,1,1,0,0,1,"io.resinstaging: io.resins,tagi,ng"
io.resinstaging.devices,0,0,3,0,0,1,0,0,1,"io.resinstaging.devices: io.resins,tagi,ng.devices|i,o.resin,staging.devices"
io.vaporcloud,0,0,2,0,0,1,0,0,1,"io.vaporcloud: io.vapor,cloud"
io.nid,0,0,2,0,0,1,0,0,1,"io.nid: io.nid"
io.nodeart,0,0,2,1,1,1,0,0,1,"io.nodeart: io.node,art"
io.nodeart.stage,0,0,3,0,0,1,0,0,1,"io.nodeart.stage: io.node,art.stage|i,o.nod,eart.stage"
io.apigee,0,0.0188,2,0,0,2,0,0,1,"io.apigee: io.apigee"
io.github,-0.978,2.7938,2,1477,1477,1490,16,1472,1,"io.github: io.git,hub"
io.thingdust,0,0,2,4,4,4,0,0,1,"io.thingdust: io.thing,dust"
io.thingdust.disrec,0,0,3,1,1,1,0,0,1,"io.thingdust.disrec: io.thing,dust.dis,rec|i,o.thi,ngd,ust.dis,rec"
io.thingdust.disrec.cust,0,0,4,0,0,1,0,0,1,"io.thingdust.disrec.cust: io.thing,dust.dis,rec.cust|i,o.thi,ngd,ust.di,srec.cust"
io.thingdust.prod,0,0,3,1,1,1,0,0,1,"io.thingdust.prod: io.thing,dust.prod|i,o.thi,ngd,ust.prod"
io.thingdust.prod.cust,0,0,4,0,0,1,0,0,1,"io.thingdust.prod.cust: io.thing,dust.prod.cust|i,o.thi,ngd,ust.pr,od.cust"
io.thingdust.dev,0,0,3,1,1,1,0,0,1,"io.thingdust.dev: io.thing,dust.dev|i,o.thi,ngd,ust.dev"
io.thingdust.dev.cust,0,0,4,0,0,1,0,0,1,"io.thingdust.dev.cust: io.thing,dust.dev.cust|i,o.thi,ngd,ust.d,ev.cust"
io.thingdust.testing,0,0,3,1,1,1,0,0,1,"io.thingdust.testing: io.thing,dust.testing|i,o.thi,ngd,ust.testing"
io.thingdust.testing.cust,0,0,4,0,0,1,0,0,1,"io.thingdust.testing.cust: io.thing,dust.testing.cust|i,o.thi,ngd,ust.test,ing.cust"
io.sandcats,0,0.0213,2,0,0,2,0,0,1,"io.sandcats: io.sand,cats"
io.c9users,0.985,0.007,2,148,148,274,272,2,0,"io.c9users: io.c,9,users"
io.drud,0,0.0136,2,0,0,2,0,0,1,"io.drud: io.drud"
io.zooka,0.429,0.0037,2,2,2,7,5,2,0,"io.zooka: io.zooka"
io.lair,1,0.0194,2,1,8,12,10,0,1,"io.lair: io.lair"
io.lair.apps,1,0.0194,3,8,8,12,10,0,1,"io.lair.apps: io.lair.apps|i,o.la,ir.apps"
io.spacekit,0,0,2,0,0,1,0,0,1,"io.spacekit: io.space,kit"
io.nodum,-1,0.0178,2,1,1,3,0,1,1,"io.nodum: io.nod,um"
io.protonet,0,0.0129,2,0,0,2,0,0,1,"io.protonet: io.proton,et"
io.barsy,0,0,2,0,0,1,0,0,1,"io.barsy: io.bars,y"
io.2038,0,0,2,0,0,1,0,0,1,"io.2038: io.2038"
io.definima,0,0,2,0,0,1,0,0,1,"io.definima: io.defi,nima"
io.hzc,0,0,2,0,0,1,0,0,1,"io.hzc: io.hz,c"
io.wedeploy,0,0.0227,2,0,0,2,0,0,1,"io.wedeploy: io.wed,epl,oy"
io.s5y,0,0.0201,2,1,2,2,0,0,1,"io.s5y: io.s,5,y"
io.s5y.*,0,0,3,0,0,1,0,0,1,"io.s5y.*: io.s,5,y.*"
io.getforge,0.714,0.0026,2,8,8,14,12,2,0,"io.getforge: io.getf,orge"
io.pantheonsite,-1,0.1044,2,29,29,32,0,30,1,"io.pantheonsite: io.pantheons,ite"
io.cleverapps,0,0.0212,2,0,0,2,0,0,1,"io.cleverapps: io.clever,apps"
io.uploadfiles,0.875,0.0107,2,8,8,32,30,2,0,"io.uploadfiles: io.upload,files"
io.browsersafetymark,0,0,2,0,0,1,0,0,1,"io.browsersafetymark: io.browsers,afety,mark"
io.dedyn,0,0.0208,2,0,0,2,0,0,1,"io.dedyn: io.ded,yn"
io.shiftedit,0,0,2,0,0,1,0,0,1,"io.shiftedit: io.shifted,it"
io.backplaneapp,0,0.0164,2,0,0,2,0,0,1,"io.backplaneapp: io.back,plane,app"
io.nofilecdn,0.905,0.0013,2,4,4,21,20,1,0,"io.nofilecdn: io.nofilecdn"
io.gitlab,-1,0.0799,2,21,21,24,0,22,1,"io.gitlab: io.gitlab"
io.enonic,0,0,2,1,1,2,0,0,1,"io.enonic: io.enon,ic"
io.enonic.customer,0,0,3,0,0,1,0,0,1,"io.enonic.customer: io.enon,ic.customer|i,o.eno,nic.customer"
wtc,0,0.0161,1,0,0,2,0,0,1,"wtc: wtc"
iq,-0.929,0.3481,1,28,69,98,3,81,1,"iq: iq"
iq.com,-1,0.0279,2,3,3,5,0,3,1,"iq.com: iq.com"
iq.gov,-0.826,0.0518,2,17,17,25,2,21,1,"iq.gov: iq.gov"
iq.mil,0,0.0153,2,0,0,2,0,0,1,"iq.mil: iq.mil"
iq.net,0,0.0172,2,0,0,2,0,0,1,"iq.net: iq.net"
iq.org,0,0.0172,2,0,0,2,0,0,1,"iq.org: iq.org"
iq.edu,-1,0.0939,2,24,24,34,0,32,1,"iq.edu: iq.edu"
wtf,0.277,0.1116,1,33,72,96,60,34,1,"wtf: wtf"
wtf.ya,0.966,0.0011,2,11,40,58,57,1,0,"wtf.ya: wtf.ya|w,tf.ya"
ir,-0.774,28.2022,1,13884,15089,16954,1912,15023,1,"ir: ir"
ir.persianblog,-0.607,0.1482,2,112,112,122,24,98,0,"ir.persianblog: ir.persian,blog"
ir.antivirus-free,0.833,0.0017,2,4,4,12,11,1,0,"ir.antivirus-free: ir.antivi,rus,-,free"
ir.ac,-0.784,1.1494,2,364,385,540,58,480,1,"ir.ac: ir.ac"
ir.ac.tabriziau,0.833,0.0026,3,15,15,24,22,2,0,"ir.ac.tabriziau: ir.ac.tabriz,iau"
ir.ac.aut,0.833,0.0144,3,2,7,24,22,2,0,"ir.ac.aut: ir.ac.aut"
ir.ac.sums,0.333,0.0087,3,2,2,6,4,2,0,"ir.ac.sums: ir.ac.sums"
ir.co,-0.947,0.1518,2,73,73,77,2,73,1,"ir.co: ir.co"
ir.id,-1,0.0217,2,2,2,5,0,3,1,"ir.id: ir.id"
ir.kr,-1,0.0045,2,2,2,3,0,3,0,"ir.kr: ir.kr"
ir.gov,-1,0.1427,2,32,32,50,0,48,1,"ir.gov: ir.gov"
ir.sheedantivirus,0.6,0.0053,2,3,3,10,8,2,0,"ir.sheedantivirus: ir.shee,dant,ivirus"
ir.iw4,0.778,0.0027,2,4,4,9,8,1,0,"ir.iw4: ir.iw,4"
ir.net,0,0.0207,2,0,0,2,0,0,1,"ir.net: ir.net"
ir.joapp,0.667,0.0013,2,2,2,6,5,1,0,"ir.joapp: ir.joa,pp"
ir.org,-0.941,0.0838,2,27,27,36,1,33,1,"ir.org: ir.org"
ir.blog,-0.79,0.5549,2,396,396,420,44,376,0,"ir.blog: ir.blog"
ir.r98,-0.333,0.0114,2,9,9,12,4,8,0,"ir.r98: ir.r,98"
ir.xn--mgba3a4fra,0,0,2,0,0,1,0,0,1,"ir.ايران: ir.ايران #IDN"
ir.rzb,-0.714,0.0506,2,39,39,42,6,36,0,"ir.rzb: ir.rzb"
ir.sch,-1,0.0381,2,5,5,8,0,6,1,"ir.sch: ir.sch"
ir.avablog,-1,0.0123,2,4,4,6,0,6,0,"ir.avablog: ir.avab,log"
ir.vcp,-0.571,0.0216,2,11,11,14,3,11,0,"ir.vcp: ir.vcp"
ir.xzn,-1,0.0139,2,2,2,4,0,4,0,"ir.xzn: ir.xzn"
ir.1glx,0.75,0.0015,2,2,2,8,7,1,0,"ir.1glx: ir.1,glx"
ir.8n8,-1,0.0074,2,4,4,5,0,5,0,"ir.8n8: ir.8,n,8"
ir.ebss,0.778,0.0013,2,3,3,9,8,1,0,"ir.ebss: ir.ebs,s"
ir.sunload,0.846,0.0037,2,4,4,13,12,1,0,"ir.sunload: ir.sun,load"
ir.vistablog,-1,0.0081,2,4,4,6,0,6,0,"ir.vistablog: ir.vista,blog"
ir.xn--mgba3a4f16a,0,0.0139,2,0,0,2,0,0,1,"ir.ایران: ir.ایران #IDN"
ir.simpay,0.889,0.0016,2,4,4,18,17,1,0,"ir.simpay: ir.simpa,y"
ir.myapp,0.846,0.0025,2,6,6,13,12,1,0,"ir.myapp: ir.myap,p"
autos,0,0.0169,1,0,0,2,0,0,1,"autos: autos"
is,-0.865,1.8519,1,643,645,805,53,735,1,"is: is"
is.gov,0,0.0134,2,0,0,2,0,0,1,"is.gov: is.gov"
is.com,0,0.0155,2,0,0,2,0,0,1,"is.com: is.com"
is.net,0,0.0131,2,0,0,2,0,0,1,"is.net: is.net"
is.cupcake,0,0,2,0,0,1,0,0,1,"is.cupcake: is.cupcake"
is.org,0,0.013,2,0,0,2,0,0,1,"is.org: is.org"
is.blogspot,-1,0.0215,2,0,0,3,0,1,1,"is.blogspot: is.blogs,pot"
is.edu,0,0.0135,2,0,0,2,0,0,1,"is.edu: is.edu"
is.int,0,0.0133,2,0,0,2,0,0,1,"is.int: is.int"
it,-0.727,53.7365,1,20787,22555,27527,3647,23079,1,"it: it"
it.trentinsudtirol,0,0.0127,2,0,0,2,0,0,1,"it.trentinsudtirol: it.trent,insu,dti,rol"
it.valled-aosta,0,0.0126,2,0,0,2,0,0,1,"it.valled-aosta: it.valled,-,aosta"
it.rome,0,0.0152,2,0,0,2,0,0,1,"it.rome: it.rome"
it.xn--bozen-sdtirol-2ob,0,0,2,0,0,1,0,0,1,"it.bozen-südtirol: it.bozen,-,s,ü,dti,rol #IDN"
it.roma,-1,0.0597,2,8,8,11,0,9,1,"it.roma: it.roma"
it.friulive-giulia,0,0.0135,2,0,0,2,0,0,1,"it.friulive-giulia: it.friul,ive,-,giulia"
it.forumer,0.996,0.0052,2,520,520,960,958,2,0,"it.forumer: it.forum,er"
it.pisa,-1,0.0291,2,1,1,4,0,2,1,"it.pisa: it.pisa"
it.bozen-suedtirol,0,0.0137,2,0,0,2,0,0,1,"it.bozen-suedtirol: it.bozen,-,sued,tirol"
it.balsan,0,0.0137,2,0,0,2,0,0,1,"it.balsan: it.balsa,n"
it.iglesias-carbonia,0,0.0134,2,0,0,2,0,0,1,"it.iglesias-carbonia: it.igle,sias,-,carbon,ia"
it.reggio-emilia,0,0.0165,2,0,0,2,0,0,1,"it.reggio-emilia: it.reg,gio,-,emilia"
it.cesena-forli,0,0.0136,2,0,0,2,0,0,1,"it.cesena-forli: it.ces,ena,-,forli"
it.bulsan-sudtirol,0,0.0137,2,0,0,2,0,0,1,"it.bulsan-sudtirol: it.buls,an,-,sud,tirol"
it.friulivgiulia,0,0.0135,2,0,0,2,0,0,1,"it.friulivgiulia: it.friul,ivg,iul,ia"
it.fermo,-1,0.0184,2,0,0,3,0,1,1,"it.fermo: it.fermo"
it.umbria,-0.333,0.0322,2,4,4,8,2,4,1,"it.umbria: it.umbria"
it.bari,-1,0.0284,2,3,3,6,0,4,1,"it.bari: it.bari"
it.imperia,-1,0.0235,2,2,2,5,0,3,1,"it.imperia: it.imper,ia"
it.carraramassa,0,0.0136,2,0,0,2,0,0,1,"it.carraramassa: it.carr,aram,assa"
it.frosinone,-1,0.02,2,0,0,3,0,1,1,"it.frosinone: it.fros,inon,e"
it.edu,0,0.0197,2,0,0,2,0,0,1,"it.edu: it.edu"
it.turin,0,0.0127,2,0,0,2,0,0,1,"it.turin: it.turin"
it.bologna,-1,0.0407,2,2,2,5,0,3,1,"it.bologna: it.bologna"
it.emr,-1,0.027,2,2,2,5,0,3,1,"it.emr: it.emr"
it.ascoli-piceno,0,0.015,2,0,0,2,0,0,1,"it.ascoli-piceno: it.asco,li,-,pic,eno"
it.altoadige,-1,0.0264,2,1,1,4,0,2,1,"it.altoadige: it.alto,adige"
it.ag,-1,0.0269,2,2,2,5,0,3,1,"it.ag: it.ag"
it.al,-1,0.0322,2,3,3,6,0,4,1,"it.al: it.al"
it.an,-1,0.0323,2,3,3,6,0,4,1,"it.an: it.an"
it.ao,-1,0.0248,2,2,2,5,0,3,1,"it.ao: it.ao"
it.ap,-1,0.024,2,0,0,3,0,1,1,"it.ap: it.ap"
it.aq,-1,0.0267,2,1,1,4,0,2,1,"it.aq: it.aq"
it.ar,-1,0.0244,2,0,0,3,0,1,1,"it.ar: it.ar"
it.at,-1,0.0238,2,1,1,4,0,2,1,"it.at: it.at"
it.av,-1,0.0263,2,1,1,4,0,2,1,"it.av: it.av"
it.ba,-1,0.036,2,6,6,9,0,7,1,"it.ba: it.ba"
it.bg,-1,0.0339,2,1,1,4,0,2,1,"it.bg: it.bg"
it.bi,-1,0.0221,2,0,0,3,0,1,1,"it.bi: it.bi"
it.bl,-1,0.0232,2,1,1,4,0,2,1,"it.bl: it.bl"
it.bn,-1,0.0262,2,1,1,4,0,2,1,"it.bn: it.bn"
it.bo,-0.667,0.0494,2,10,10,14,2,10,1,"it.bo: it.bo"
it.br,-1,0.0238,2,1,1,4,0,2,1,"it.br: it.br"
it.bs,-1,0.0395,2,5,5,8,0,6,1,"it.bs: it.bs"
it.bt,-1,0.0256,2,2,2,5,0,3,1,"it.bt: it.bt"
it.bz,-0.826,0.0756,2,21,21,25,2,21,1,"it.bz: it.bz"
it.ca,-1,0.0283,2,1,1,4,0,2,1,"it.ca: it.ca"
it.cb,-1,0.0242,2,1,1,4,0,2,1,"it.cb: it.cb"
it.ce,-1,0.0238,2,0,0,3,0,1,1,"it.ce: it.ce"
it.ch,-1,0.029,2,0,0,3,0,1,1,"it.ch: it.ch"
it.ci,0,0.0187,2,0,0,2,0,0,1,"it.ci: it.ci"
it.cl,-1,0.022,2,0,0,3,0,1,1,"it.cl: it.cl"
it.cn,-1,0.0361,2,4,4,7,0,5,1,"it.cn: it.cn"
it.co,-1,0.0497,2,9,9,12,0,10,1,"it.co: it.co"
it.cr,-1,0.0315,2,5,5,8,0,6,1,"it.cr: it.cr"
it.cs,-0.333,0.0312,2,4,4,8,2,4,1,"it.cs: it.cs"
it.ct,-1,0.0376,2,6,6,9,0,7,1,"it.ct: it.ct"
it.cz,-1,0.0225,2,1,1,4,0,2,1,"it.cz: it.cz"
it.en,-1,0.0216,2,0,0,3,0,1,1,"it.en: it.en"
it.trentino-sued-tirol,0,0.0127,2,0,0,2,0,0,1,"it.trentino-sued-tirol: it.trent,ino,-,sued,-,tirol"
it.fc,-1,0.0287,2,2,2,5,0,3,1,"it.fc: it.fc"
it.fe,-1,0.031,2,2,2,5,0,3,1,"it.fe: it.fe"
it.taranto,-1,0.0243,2,2,2,5,0,3,1,"it.taranto: it.tara,nto"
it.fg,-1,0.0259,2,1,1,4,0,2,1,"it.fg: it.fg"
it.fi,-1,0.0528,2,7,7,10,0,8,1,"it.fi: it.fi"
it.fm,-1,0.0192,2,0,0,3,0,1,1,"it.fm: it.fm"
it.fr,0.333,0.0303,2,3,3,11,6,3,1,"it.fr: it.fr"
it.friuli-venezia-giulia,0,0.0135,2,0,0,2,0,0,1,"it.friuli-venezia-giulia: it.friul,i,-,ven,ezia,-,giulia"
it.ge,-1,0.0354,2,3,3,6,0,4,1,"it.ge: it.ge"
it.go,-1,0.0245,2,1,1,4,0,2,1,"it.go: it.go"
it.gr,-1,0.0269,2,2,2,5,0,3,1,"it.gr: it.gr"
it.trentinostirol,0,0.0127,2,0,0,2,0,0,1,"it.trentinostirol: it.trent,inos,tirol"
it.genoa,0,0.0135,2,0,0,2,0,0,1,"it.genoa: it.genoa"
it.im,-1,0.0211,2,0,0,3,0,1,1,"it.im: it.im"
it.is,-1,0.0311,2,3,3,6,0,4,1,"it.is: it.is"
it.kr,-1,0.0218,2,1,1,4,0,2,1,"it.kr: it.kr"
it.lc,-1,0.0259,2,1,1,4,0,2,1,"it.lc: it.lc"
it.le,-1,0.0281,2,2,2,5,0,3,1,"it.le: it.le"
it.li,-1,0.0281,2,1,1,4,0,2,1,"it.li: it.li"
it.lo,-1,0.0219,2,0,0,3,0,1,1,"it.lo: it.lo"
it.lt,-1,0.0247,2,2,2,5,0,3,1,"it.lt: it.lt"
it.lu,-1,0.0297,2,2,2,5,0,3,1,"it.lu: it.lu"
it.mb,-1,0.0336,2,4,4,7,0,5,1,"it.mb: it.mb"
it.fvg,-1,0.0502,2,6,6,9,0,7,1,"it.fvg: it.fvg"
it.mc,-1,0.0231,2,0,0,3,0,1,1,"it.mc: it.mc"
it.me,-1,0.0354,2,4,4,7,0,5,1,"it.me: it.me"
it.mi,-1,0.0724,2,19,19,22,0,20,1,"it.mi: it.mi"
it.mn,-1,0.0354,2,5,5,8,0,6,1,"it.mn: it.mn"
it.mo,-1,0.0393,2,7,7,10,0,8,1,"it.mo: it.mo"
it.ms,-1,0.0268,2,2,2,5,0,3,1,"it.ms: it.ms"
it.mt,-1,0.0223,2,1,1,4,0,2,1,"it.mt: it.mt"
it.na,-1,0.04,2,5,5,8,0,6,1,"it.na: it.na"
it.no,-1,0.0245,2,2,2,5,0,3,1,"it.no: it.no"
it.nu,-1,0.0223,2,1,1,4,0,2,1,"it.nu: it.nu"
it.og,0,0.017,2,0,0,2,0,0,1,"it.og: it.og"
it.or,-1,0.0257,2,1,1,4,0,2,1,"it.or: it.or"
it.ot,-1,0.0238,2,2,2,5,0,3,1,"it.ot: it.ot"
it.pa,-1,0.0325,2,2,2,5,0,3,1,"it.pa: it.pa"
it.pc,-1,0.0275,2,1,1,4,0,2,1,"it.pc: it.pc"
it.pd,-1,0.0367,2,6,6,9,0,7,1,"it.pd: it.pd"
it.pe,-0.2,0.0265,2,3,3,7,2,3,1,"it.pe: it.pe"
it.pg,-1,0.0252,2,0,0,3,0,1,1,"it.pg: it.pg"
it.pi,-1,0.0273,2,3,3,6,0,4,1,"it.pi: it.pi"
it.pn,-1,0.0262,2,2,2,5,0,3,1,"it.pn: it.pn"
it.po,-1,0.0213,2,1,1,4,0,2,1,"it.po: it.po"
it.pr,-1,0.0373,2,5,5,8,0,6,1,"it.pr: it.pr"
it.pt,-1,0.0314,2,3,3,6,0,4,1,"it.pt: it.pt"
it.pu,-1,0.0271,2,2,2,5,0,3,1,"it.pu: it.pu"
it.pv,-1,0.0348,2,4,4,7,0,5,1,"it.pv: it.pv"
it.pz,0.6,0.0236,2,3,4,12,8,2,1,"it.pz: it.pz"
it.ra,-1,0.0486,2,6,6,9,0,7,1,"it.ra: it.ra"
it.rc,-1,0.0317,2,5,5,8,0,6,1,"it.rc: it.rc"
it.re,-0.75,0.0434,2,7,7,10,1,7,1,"it.re: it.re"
it.rg,-1,0.0228,2,0,0,3,0,1,1,"it.rg: it.rg"
it.ri,-1,0.0231,2,0,0,3,0,1,1,"it.ri: it.ri"
it.rm,-1,0.0383,2,7,7,10,0,8,1,"it.rm: it.rm"
it.rn,-1,0.0218,2,0,0,3,0,1,1,"it.rn: it.rn"
it.ro,-1,0.0212,2,0,0,3,0,1,1,"it.ro: it.ro"
it.sa,-1,0.031,2,2,2,5,0,3,1,"it.sa: it.sa"
it.si,-1,0.0215,2,0,0,3,0,1,1,"it.si: it.si"
it.so,-1,0.0269,2,1,1,4,0,2,1,"it.so: it.so"
it.sp,0,0.0253,2,1,1,4,1,1,1,"it.sp: it.sp"
it.sr,-1,0.0298,2,4,4,7,0,5,1,"it.sr: it.sr"
it.ss,-1,0.0256,2,1,1,4,0,2,1,"it.ss: it.ss"
it.sv,-1,0.0302,2,4,4,7,0,5,1,"it.sv: it.sv"
it.medicalsystems,0.778,0.0014,2,4,4,9,8,1,0,"it.medicalsystems: it.medicals,yst,ems"
it.ta,-1,0.0252,2,1,1,4,0,2,1,"it.ta: it.ta"
it.te,-1,0.0261,2,2,2,5,0,3,1,"it.te: it.te"
it.tn,-1,0.074,2,22,22,25,0,23,1,"it.tn: it.tn"
it.to,-0.75,0.0619,2,14,14,18,2,14,1,"it.to: it.to"
it.tp,-1,0.0237,2,0,0,3,0,1,1,"it.tp: it.tp"
it.tr,-1,0.0231,2,1,1,4,0,2,1,"it.tr: it.tr"
it.ts,-1,0.0215,2,1,1,4,0,2,1,"it.ts: it.ts"
it.tv,-0.778,0.0387,2,8,8,11,1,8,1,"it.tv: it.tv"
it.ud,-1,0.0289,2,1,1,4,0,2,1,"it.ud: it.ud"
it.va,-1,0.0333,2,2,2,5,0,3,1,"it.va: it.va"
it.vb,-1,0.0242,2,2,2,5,0,3,1,"it.vb: it.vb"
it.vc,-1,0.0215,2,1,1,4,0,2,1,"it.vc: it.vc"
it.ve,-1,0.0424,2,8,8,11,0,9,1,"it.ve: it.ve"
it.vi,-0.429,0.0343,2,5,5,9,2,5,1,"it.vi: it.vi"
it.vr,-1,0.0345,2,2,2,5,0,3,1,"it.vr: it.vr"
it.vs,-1,0.0205,2,1,1,4,0,2,1,"it.vs: it.vs"
it.vt,-1,0.0274,2,1,1,4,0,2,1,"it.vt: it.vt"
it.vv,-1,0.0194,2,1,1,4,0,2,1,"it.vv: it.vv"
it.trentinosudtirol,0,0.014,2,0,0,2,0,0,1,"it.trentinosudtirol: it.trent,inos,udt,irol"
it.torino,-1,0.0498,2,8,8,11,0,9,1,"it.torino: it.torino"
it.pesarourbino,-1,0.0184,2,1,1,4,0,2,1,"it.pesarourbino: it.pesar,our,bino"
it.ferrara,-1,0.019,2,0,0,3,0,1,1,"it.ferrara: it.ferra,ra"
it.caserta,-1,0.0224,2,1,1,4,0,2,1,"it.caserta: it.caserta"
it.friulivegiulia,0,0.0135,2,0,0,2,0,0,1,"it.friulivegiulia: it.friul,ive,giulia"
it.gov,-0.939,0.9977,2,467,467,530,16,512,1,"it.gov: it.gov"
it.aquila,0,0.0156,2,0,0,2,0,0,1,"it.aquila: it.aquila"
it.avellino,-1,0.0193,2,0,0,3,0,1,1,"it.avellino: it.ave,llino"
it.vibovalentia,0,0.0139,2,0,0,2,0,0,1,"it.vibovalentia: it.vibo,valenti,a"
it.macerata,-1,0.0179,2,0,0,3,0,1,1,"it.macerata: it.mace,rata"
it.vallee-d-aoste,0,0.0126,2,0,0,2,0,0,1,"it.vallee-d-aoste: it.vallee,-,d,-,aos,te"
it.olbiatempio,0,0.0152,2,0,0,2,0,0,1,"it.olbiatempio: it.olbia,tempi,o"
it.laspezia,-1,0.0227,2,2,2,5,0,3,1,"it.laspezia: it.laspezia"
it.treviso,-1,0.024,2,2,2,5,0,3,1,"it.treviso: it.treviso"
it.prato,-1,0.0317,2,3,3,6,0,4,1,"it.prato: it.prato"
it.trentinoaltoadige,0,0.014,2,0,0,2,0,0,1,"it.trentinoaltoadige: it.trent,inoal,toad,ige"
it.massacarrara,0,0.0154,2,0,0,2,0,0,1,"it.massacarrara: it.mass,acar,rara"
it.trentino-sud-tirol,0,0.0127,2,0,0,2,0,0,1,"it.trentino-sud-tirol: it.trent,ino,-,sud,-,tirol"
it.enna,-1,0.0201,2,0,0,3,0,1,1,"it.enna: it.enna"
it.friuliv-giulia,0,0.0135,2,0,0,2,0,0,1,"it.friuliv-giulia: it.friul,iv,-,giulia"
it.padova,-1,0.0338,2,4,4,7,0,5,1,"it.padova: it.padova"
it.16-b,0,0.0188,2,0,0,2,0,0,1,"it.16-b: it.16,-,b"
it.la-spezia,0,0.0132,2,0,0,2,0,0,1,"it.la-spezia: it.la,-,spezia"
it.sicilia,-1,0.0367,2,2,2,5,0,3,1,"it.sicilia: it.sici,lia"
